"","Year","Period","State","Data Item","Value"
"1513",2009,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",50
"1514",2009,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",6600000
"1515",2009,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",132000
"1516",2009,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",8338000
"1517",2009,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",143000
"1518",2009,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",95
"1519",2010,"YEAR","WASHINGTON","ACRES HARVESTED",1500
"1520",2010,"YEAR","WASHINGTON","ACRES PLANTED",1500
"1521",2010,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",189
"1522",2010,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",1890000
"1523",2010,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",10000
"1524",2010,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",61.1
"1525",2010,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",50
"1526",2010,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",5750000
"1527",2010,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",115000
"1528",2010,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",7640000
"1529",2010,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",125000
"1530",2010,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",83
"1531",2011,"YEAR","WASHINGTON","ACRES HARVESTED",1500
"1532",2011,"YEAR","WASHINGTON","ACRES PLANTED",1500
"1533",2011,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",231
"1534",2011,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",3927000
"1535",2011,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",17000
"1536",2011,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",71.8
"1537",2011,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",46.7
"1538",2011,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",5044000
"1539",2011,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",108000
"1540",2011,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",8971000
"1541",2011,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",125000
"1542",2011,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",83
"1543",2012,"YEAR","WASHINGTON","ACRES HARVESTED",1300
"1544",2012,"YEAR","WASHINGTON","ACRES PLANTED",1500
"1545",2012,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",177
"1546",2012,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",4248000
"1547",2012,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",24000
"1548",2012,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",100
"1549",2012,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",77
"1550",2012,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",6083000
"1551",2012,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",79000
"1552",2012,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",10331000
"1553",2012,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",103000
"1554",2012,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",79
"1555",2013,"YEAR","WASHINGTON","ACRES HARVESTED",1100
"1556",2013,"YEAR","WASHINGTON","ACRES PLANTED",1300
"1557",2013,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1558",2013,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1559",2013,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",NA
"1560",2013,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",106
"1561",2013,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1562",2013,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1563",2013,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",NA
"1564",2013,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",9226000
"1565",2013,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",87000
"1566",2013,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",79
"1567",2014,"YEAR","WASHINGTON","ACRES HARVESTED",1100
"1568",2014,"YEAR","WASHINGTON","ACRES PLANTED",1300
"1569",2014,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1570",2014,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1571",2014,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",NA
"1572",2014,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",112
"1573",2014,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1574",2014,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1575",2014,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",NA
"1576",2014,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",11093000
"1577",2014,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",99000
"1578",2014,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",90
"1579",2015,"YEAR","WASHINGTON","ACRES HARVESTED",910
"1580",2015,"YEAR","WASHINGTON","ACRES PLANTED",950
"1581",2015,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1582",2015,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1583",2015,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",NA
"1584",2015,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",112
"1585",2015,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1586",2015,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1587",2015,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",NA
"1588",2015,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",7840000
"1589",2015,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",70000
"1590",2015,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",77
"1591",2016,"YEAR","WASHINGTON","ACRES HARVESTED",1300
"1592",2016,"YEAR","WASHINGTON","ACRES PLANTED",1400
"1593",2016,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",205
"1594",2016,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",6007000
"1595",2016,"YEAR","WASHINGTON","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",29300
"1596",2016,"YEAR","WASHINGTON","NOT SOLD - PRODUCTION, MEASURED IN CWT",1200
"1597",2016,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",116
"1598",2016,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",88
"1599",2016,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",8070000
"1600",2016,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",61000
"1601",2016,"YEAR","WASHINGTON","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",91700
"1602",2016,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",14077000
"1603",2016,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",122200
"1604",2016,"YEAR","WASHINGTON","UTILIZED - PRODUCTION, MEASURED IN CWT",121000
"1605",2016,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",94
"1606",2017,"YEAR","WASHINGTON","ACRES HARVESTED",1200
"1607",2017,"YEAR","WASHINGTON","ACRES PLANTED",1300
"1608",2017,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1609",2017,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1610",2017,"YEAR","WASHINGTON","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1611",2017,"YEAR","WASHINGTON","NOT SOLD - PRODUCTION, MEASURED IN CWT",1100
"1612",2017,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",107
"1613",2017,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1614",2017,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",NA
"1615",2017,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1616",2017,"YEAR","WASHINGTON","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1617",2017,"YEAR","WASHINGTON","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS",NA
"1618",2017,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",12025000
"1619",2017,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",114000
"1620",2017,"YEAR","WASHINGTON","UTILIZED - PRODUCTION, MEASURED IN CWT",112900
"1621",2017,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",95
"1622",2018,"YEAR","WASHINGTON","ACRES HARVESTED",820
"1623",2018,"YEAR","WASHINGTON","ACRES PLANTED",900
"1624",2018,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1625",2018,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1626",2018,"YEAR","WASHINGTON","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1627",2018,"YEAR","WASHINGTON","NOT SOLD - PRODUCTION, MEASURED IN CWT",200
"1628",2018,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",107
"1629",2018,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1630",2018,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1631",2018,"YEAR","WASHINGTON","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1632",2018,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",9599000
"1633",2018,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",90000
"1634",2018,"YEAR","WASHINGTON","UTILIZED - PRODUCTION, MEASURED IN CWT",89800
"1635",2018,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",105
